logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33
1.533,0.598,0.904,00000,10001,11000,10001,01000,10001,01111,10001,10001,00111,10111,00111,11011,00001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.753,1.496,1.823,00000,10001,10001,10111,10001,01000,10001,00111,11011,01111,10001,00101,10001,01001,10001,01111,10001,10001,00111,01111,10001,10001,10001,11011,00110,01001,11110,11111,11111,11111,11111,11111,11111,11111
1.265,0.898,0.891,00000,10111,10001,10001,10001,10001,11011,11011,10001,00111,10110,10001,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.123,0.449,1.711,00000,11000,10001,01000,10001,00111,10001,00111,10001,00111,11011,00101,10001,00111,10001,01000,10001,00111,11011,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.24,0.823,1.891,00000,11000,00111,01111,10001,11000,10001,00101,10001,01001,10111,10001,00111,10001,00111,01111,00101,10001,00101,10001,01001,11000,10001,00111,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111
2.084,1.496,1.857,00000,10010,10001,00111,10001,00111,10001,00111,10111,01111,00001,10001,11011,01111,00111,11011,00110,10001,10001,10111,10001,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.123,1.047,1.587,00000,10001,10111,10001,10001,00111,01111,00010,10001,10001,00111,10001,00111,10001,00111,11011,00101,10001,10001,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.872,0.748,1.753,00000,10001,10001,00111,10111,10001,00101,11100,01000,11011,01111,10001,01111,10001,11000,01000,10001,00111,10001,00111,10001,00111,11011,00101,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111
1.579,1.122,1.099,00000,10001,11000,10001,00111,10001,00111,01111,11011,10001,01001,10001,00111,11011,10000,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.161,2.319,1.796,00000,10001,10001,00111,10001,00111,10001,01111,10000,10001,10001,10111,01111,10001,10001,10001,00111,10110,10001,11011,00010,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.843,1.421,1.656,00000,10011,10001,00111,10001,00111,01111,10111,10001,10001,10001,10001,10001,10001,11011,00101,10111,11011,01111,10001,01000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.189,1.646,1.822,00000,10001,11000,10001,00111,10001,00111,10110,10001,00101,10001,01001,10001,01000,10001,00101,10001,01001,10001,11011,00110,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.248,0.972,1.029,00000,10001,00111,10001,00111,01111,10000,10001,01000,10001,10001,10111,11011,01111,10111,00111,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.59,0.748,2.131,00000,10001,11101,10001,10001,10001,10001,10001,10001,10001,10001,10111,10001,00111,10111,00111,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.172,1.197,1.837,00000,10001,11101,00101,10001,01001,00101,10001,01001,11000,10001,10001,10001,10001,10001,10001,10001,11011,00001,10111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.059,2.244,1.96,00000,10001,10001,01111,10001,10111,10001,10001,00111,10001,00111,01111,10001,01110,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.832,0.449,1.202,00000,10111,11101,00101,10001,01001,00101,10001,01001,11000,10001,10001,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.431,1.122,2.016,00000,11000,00111,01111,10001,11000,10001,00111,10001,00111,10001,00111,11011,00101,11000,11010,00101,10001,01001,01111,10001,11000,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.69,1.197,1.001,00000,10001,00111,10001,01111,10000,10001,00111,10110,10001,01000,11011,01111,00111,10001,01000,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.482,1.272,1.489,00000,10001,10001,10001,10111,00111,10111,10001,01111,10001,11101,01000,10111,00111,10001,01100,00010,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.499,1.571,2.199,00000,10001,10001,01111,11011,10001,11101,10001,00101,10001,01001,10111,10001,10001,10001,10001,10001,11011,00101,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.507,0.972,1.294,00000,10001,10001,10001,11000,10001,00101,10001,01001,10001,00111,10111,00111,10001,01000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.456,0.0,0.543,00000,10111,10001,01000,10001,10001,10001,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.363,1.496,1.461,00000,10001,10001,10001,01000,10001,01111,10001,10001,00111,10001,01000,10111,00111,01111,10001,11000,10111,11011,11000,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.448,1.197,1.795,00000,11000,00111,10111,10001,10111,10001,11011,01111,10001,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.078,0.224,1.14,00000,10001,10001,10001,00111,01111,10001,10111,10111,00111,01111,10001,11000,10111,00111,11011,10000,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.673,1.571,1.448,00000,10001,10111,10001,10001,10001,10001,11011,01111,10001,00111,10001,00111,01111,10001,10111,10111,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.762,1.571,1.628,00000,10001,11000,10001,00111,10001,00111,10001,00111,11011,00101,10001,00111,10001,00101,10001,01001,10001,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.034,1.72,2.074,00000,10001,11101,10001,01000,10111,00111,10001,00111,01111,10001,10001,10111,00111,01111,00101,10001,01111,10001,10001,10001,10111,11011,01000,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111
2.123,2.543,2.377,00000,10001,10111,10001,01111,10001,11000,01000,10111,00111,11011,00101,10001,00111,10001,00111,01111,10001,10010,10001,01111,10001,10010,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111
2.152,2.319,1.96,00000,10001,10001,10111,10001,10001,00111,10001,00111,10001,01111,10001,01110,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.902,1.122,1.711,00000,10001,00111,10001,00111,01111,00111,10001,10001,00111,10110,10001,00111,10111,00111,11011,00101,10111,01100,00110,10111,00111,11011,00011,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.295,1.272,1.544,00000,10111,00011,10001,00111,10110,10001,01111,10111,10001,01000,10001,01111,11011,10001,00100,00111,10110,11011,00001,01000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.97,2.394,1.781,00000,10111,00011,10001,10001,10001,01111,10001,10111,10001,01000,10001,00111,10001,00111,10001,00111,11011,00101,11000,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.151,0.299,1.335,00000,10001,10111,10001,01000,10001,01111,10001,10111,01000,10001,01111,10001,11000,00111,11011,10000,10111,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.571,1.272,1.795,00000,10001,10001,01111,10001,10001,10001,00101,10001,01001,10111,10001,00111,10001,10110,10111,01000,10001,01100,01111,10001,00111,11011,00110,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
2.123,0.449,1.711,00000,11000,10001,01000,10001,00111,10001,00111,10001,00111,11011,00101,10001,01000,10001,00111,10001,00111,11011,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.862,0.299,1.391,00000,11000,00111,01111,10001,11000,10001,10001,10001,10111,10001,01111,00101,10001,00101,10001,01001,11000,10001,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.961,1.72,1.615,00000,10001,10111,10001,10001,00111,01111,10111,10001,00111,10001,00111,01111,10001,11000,10001,00111,11011,00001,10001,10001,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.702,1.795,1.614,00000,10001,10001,00111,10001,00111,01111,10111,10001,01000,10111,00111,01111,10001,11000,10111,11011,00101,10001,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.169,0.823,1.211,00000,10001,10001,00101,10001,01001,10001,00111,10001,00111,10001,00111,01111,10001,10001,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.346,0.449,0.862,00000,11000,10001,10110,10111,00111,10001,00111,10001,01000,10001,01100,00110,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.745,0.898,0.877,00000,10001,10001,10001,01000,10001,00111,10111,00111,11011,00101,10001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.991,1.197,1.029,00000,10001,11000,10001,00111,10001,00111,10110,10001,00111,10001,11011,01111,00111,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.129,1.346,2.199,00000,10001,10001,01111,11011,10001,11101,10001,00101,10001,01001,10111,10001,00101,10001,01001,10001,10001,10001,11011,00101,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111
1.685,0.748,1.044,00000,10001,10111,10001,10001,10001,11011,11100,10001,00111,10001,00111,10111,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.418,0.898,1.475,00000,10111,10001,10001,10001,11000,10001,00111,10001,00111,10001,00111,11011,00101,10001,11011,11000,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.097,1.795,2.377,00000,10011,10001,10001,10111,10001,10001,00111,10001,01111,10001,01110,00111,10001,00111,11011,00001,10001,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.974,0.224,1.573,00000,10001,00011,10001,11000,10001,10001,10001,10001,10001,10001,11011,00101,10001,00011,10001,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.155,0.374,1.586,00000,10001,10001,01111,10001,10001,00111,01111,11000,10001,10001,01111,10001,10111,10001,00101,10001,01001,11000,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.471,0.449,1.948,00000,10111,10001,00101,10001,01001,10001,10111,10001,10001,10001,10001,10001,01111,11100,10111,10001,01001,10001,11011,00010,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.129,1.346,2.199,00000,10001,10001,01111,11011,10001,11101,10001,00101,10001,01001,10111,10001,00101,10001,01001,10001,10001,10001,11011,00101,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111
0.692,1.421,2.184,00000,11000,00111,10001,00111,10111,01111,10111,10001,10001,11101,10001,01111,11011,10001,11000,11000,11011,00001,10001,00101,10001,01001,10110,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
1.316,1.571,1.711,00000,10001,11000,10001,10001,10001,10111,01111,10000,10111,10001,00111,10001,00111,11011,01111,10001,00101,10001,01001,11000,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.129,0.748,1.058,00000,10001,10001,11101,10001,10001,01111,10001,10111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.809,0.823,1.197,00000,10001,00011,10001,10111,01111,10001,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.77,0.673,0.877,00000,10001,10001,10001,00111,10111,00111,01111,10001,10001,10001,01111,10001,10001,01000,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.0,1.496,1.837,00000,10001,11101,10001,10111,00111,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,10111,01111,10001,10001,10111,01100,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.376,0.374,1.015,00000,10001,10001,00111,10111,00111,10001,01000,10001,01000,10001,11011,00101,01000,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.286,0.673,1.266,00000,10111,10001,01000,10001,01111,10001,10111,00111,10001,00101,11100,01000,11011,00001,10001,10001,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.322,0.898,1.643,00000,10001,10111,01111,10001,10001,10001,10001,10001,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.49,0.673,1.169,00000,10001,10001,10001,00111,10001,01111,11011,10001,10111,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.881,0.673,1.313,00000,11000,00111,10111,10001,00111,10001,00111,10001,00111,11011,00101,10001,11011,00110,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.477,0.524,0.89,00000,10111,10001,00111,10001,00111,10001,00111,11011,00101,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.792,1.646,1.703,00000,10010,10001,00111,10001,00111,10001,01111,00110,10111,10001,01000,10001,10001,10111,11011,01111,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.792,2.02,2.046,00000,11000,10001,10001,00111,10001,00111,01111,00010,10001,10111,10001,00111,10111,00111,11011,01111,11101,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.721,2.319,2.586,00000,11101,00111,10110,10001,00111,10111,11011,01111,10001,10001,00111,10001,00111,10001,01111,10001,10010,00111,11011,00001,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.131,2.094,2.191,00000,11000,00111,01111,10001,11000,10001,01111,11011,10001,11101,10001,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.276,0.673,1.295,00000,10001,10001,10001,10001,10001,10001,10001,10111,10001,00111,10111,00111,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.66,1.571,1.684,00000,10001,11000,10001,00111,10111,00111,01111,10111,10001,00111,10001,10001,10111,01111,10001,10001,10001,11011,00001,11000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.006,1.047,1.391,00000,10001,10001,00101,10001,01001,10111,01111,10000,10001,10001,10001,00101,10001,01001,11000,10001,01111,10001,10001,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.017,1.047,1.196,00000,10001,11000,10001,00111,10001,00111,10001,00111,10001,00111,10001,11011,00101,01000,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.762,1.047,1.21,00000,10001,10001,00111,10001,00111,10001,01111,10001,11000,00111,10001,01000,10001,11011,00001,01000,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.783,0.972,1.419,00000,10111,10001,10001,10001,10001,10001,11011,01111,10001,00111,01111,10001,11000,10001,00111,10001,00111,11011,00001,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.762,1.272,0.947,00000,10001,10001,01111,10001,10111,10001,10001,00111,10001,00111,11101,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.775,1.197,1.365,00000,10111,10001,10001,01111,10001,11000,10001,10001,10001,10001,10001,10001,10001,10001,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.482,1.346,1.238,00000,10001,10111,01111,10001,10001,10001,10110,10001,00111,10001,01000,10001,01000,10001,01100,00110,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.165,1.87,1.852,00000,10001,10001,10001,10001,01111,00011,10111,10001,01111,00101,10001,10001,10001,11011,11011,10001,10001,10001,11011,11011,01000,10001,11011,01000,10001,11110,11111,11111,11111,11111,11111,11111,11111
1.91,0.748,1.656,00000,10001,10001,00111,10001,00111,01111,10001,10001,10001,01111,01111,10001,10001,11011,11011,10001,01111,10001,10001,01111,10001,11000,10001,11011,11000,01001,11110,11111,11111,11111,11111,11111,11111
2.539,2.693,2.032,00000,10001,10001,10001,10001,11101,10001,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,01000,10001,01100,11000,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.191,0.524,1.128,00000,10001,10001,10001,10001,10001,01111,00101,10001,01111,10001,10001,10001,10001,00101,10001,01001,10001,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.609,0.673,1.17,00000,10111,10001,10001,01111,10001,11000,10001,10001,10001,10001,10001,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
